Documents,,,,,,
device_type,document_type,category,sub_folder,file_url,isFolder,folder
F&J Model DFHV-1 Air Sampler,SOP,v1.0,Air Sampling,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Air%20Sampling/F%26J%20Model%20DFHV-1%20Air%20Sampler_SOP_v1.0.pdf,False,Equipment Documents
DustTrak 8534,QSG,v1.0,Air Monitoring,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Air%20Monitoring/DustTrak%208534_QSG_v1.0.pdf,False,Equipment Documents
Gemini,Modified QSG,v1.0,Other,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Other/Gemini_Modified%20QSG_v1.0.pdf,False,Equipment Documents
GilAir Plus,QSG,v1.0,Air Monitoring,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Air%20Monitoring/GilAir%20Plus_QSG_v1.0.pdf,False,Equipment Documents
Gemini,User Guide,v1.0,Other,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Other/Gemini_User%20Guide_v1.0.pdf,False,Equipment Documents
GilAir-5 Personal Air Sampler,QSG,v2.0,Air Monitoring,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Air%20Monitoring/GilAir-5%20Personal%20Air%20Sampler_QSG_v2.0.pdf,False,Equipment Documents
GilAir-5 Personal Air Sampler,SOP,v1.0,Air Monitoring,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Air%20Monitoring/GilAir-5%20Personal%20Air%20Sampler_SOP_v1.0.pdf,False,Equipment Documents
Gemini,Training Guide,v1.0,Other,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Other/Gemini_Training%20Guide_v1.0.pdf,False,Equipment Documents
Jerome J505,QSG,v1.0,Air Monitoring,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Air%20Monitoring/Jerome%20J505_QSG_v1.0.pdf,False,Equipment Documents
Ludlum Model 133-7 Detector,SOP,v1.0,Radiation,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Radiation/Ludlum%20Model%20133-7%20Detector_SOP_v1.0.pdf,False,Equipment Documents
Ludlum Model 15,SOP,v1.0,Radiation,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Radiation/Ludlum%20Model%2015_SOP_v1.0.pdf,False,Equipment Documents
Ludlum Model 192,QSG,v2.0,Radiation,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Radiation/Ludlum%20Model%20192_QSG_v2.0.pdf,False,Equipment Documents
Ludlum Model 192,SOP,v1.0,Radiation,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Radiation/Ludlum%20Model%20192_SOP_v1.0.pdf,False,Equipment Documents
Ludlum Model 19,EOG,v1.0,Radiation,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Radiation/Ludlum%20Model%2019_EOG_v1.0.pdf,False,Equipment Documents
Ludlum Model 19,QSG,v2.0,Radiation,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Radiation/Ludlum%20Model%2019_QSG_v2.0.pdf,False,Equipment Documents
Ludlum Model 19,SOP,v1.0,Radiation,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Radiation/Ludlum%20Model%2019_SOP_v1.0.pdf,False,Equipment Documents
Ludlum Model 2241-2 w 43-90 w 44-9,EOG,v1.0,Radiation,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Radiation/Ludlum%20Model%202241-2%20w%2043-90%20w%2044-9_EOG_v1.0.pdf,False,Equipment Documents
Ludlum Model 2221 with Model 43-78,SOP,v1.0,Radiation,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Radiation/Ludlum%20Model%202221%20with%20Model%2043-78_SOP_v1.0.pdf,False,Equipment Documents
Ludlum Model 2241-2,SOP,v1.0,Radiation,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Radiation/Ludlum%20Model%202241-2_SOP_v1.0.pdf,False,Equipment Documents
Ludlum Model 2241,SOP,v1,Radiation,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Radiation/Ludlum%20Model%202241_SOP_v1.pdf,False,Equipment Documents
Ludlum Model 239-1F and Model 43-37,SOP,v1.0,Radiation,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Radiation/Ludlum%20Model%20239-1F%20and%20Model%2043-37_SOP_v1.0.pdf,False,Equipment Documents
Ludlum Model 2350-1 Data Logger,SOP,v1.0,Radiation,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Radiation/Ludlum%20Model%202350-1%20Data%20Logger_SOP_v1.0.pdf,False,Equipment Documents
Ludlum Model 3030,SOP,v1.0,Radiation,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Radiation/Ludlum%20Model%203030_SOP_v1.0.pdf,False,Equipment Documents
Ludlum Model 3-97,SOP,v1.0,Radiation,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Radiation/Ludlum%20Model%203-97_SOP_v1.0.pdf,False,Equipment Documents
Ludlum Model 2241-3,SOP,v1.0,Radiation,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Radiation/Ludlum%20Model%202241-3_SOP_v1.0.pdf,False,Equipment Documents
Ludlum Model 43-68,SOP,v1.0,Radiation,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Radiation/Ludlum%20Model%2043-68_SOP_v1.0.pdf,False,Equipment Documents
Ludlum Model 43-90,SOP,v1.0,Radiation,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Radiation/Ludlum%20Model%2043-90_SOP_v1.0.pdf,False,Equipment Documents
Ludlum Model 43-89 Detector,SOP,v1.0,Radiation,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Radiation/Ludlum%20Model%2043-89%20Detector_SOP_v1.0.pdf,False,Equipment Documents
Ludlum Model 43-93 Detector,SOP,v1.0,Radiation,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Radiation/Ludlum%20Model%2043-93%20Detector_SOP_v1.0.pdf,False,Equipment Documents
Ludlum Model 44-2 and 44-10 Detectors,SOP,v1.0,Radiation,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Radiation/Ludlum%20Model%2044-2%20and%2044-10%20Detectors_SOP_v1.0.pdf,False,Equipment Documents
Ludlum Model 44-20 Detector,SOP,v1.0,Radiation,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Radiation/Ludlum%20Model%2044-20%20Detector_SOP_v1.0.pdf,False,Equipment Documents
Ludlum Model 44-38 Detector,SOP,v1.0,Radiation,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Radiation/Ludlum%20Model%2044-38%20Detector_SOP_v1.0.pdf,False,Equipment Documents
Ludlum Model 44-7 Detector,SOP,v1.0,Radiation,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Radiation/Ludlum%20Model%2044-7%20Detector_SOP_v1.0.pdf,False,Equipment Documents
Ludlum Model 44-9,SOP,v1.0,Radiation,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Radiation/Ludlum%20Model%2044-9_SOP_v1.0.pdf,False,Equipment Documents
Lumex RA915+,QSG,v1.0,Air Monitoring,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Air%20Monitoring/Lumex%20RA915+_QSG_v1.0.pdf,False,Equipment Documents
Lumex RA915+ MVA,QSG,v2.0,Air Monitoring,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Air%20Monitoring/Lumex%20RA915+%20MVA_QSG_v2.0.pdf,False,Equipment Documents
Lumex RA915M,QSG,v1.0,Air Monitoring,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Air%20Monitoring/Lumex%20RA915M_QSG_v1.0.pdf,False,Equipment Documents
MultiRAE PRO,EOG,v1.0,Air Monitoring,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Air%20Monitoring/MultiRAE%20PRO_EOG_v1.0.pdf,False,Equipment Documents
MultiRAE PRO,QSG,v2.1,Air Monitoring,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Air%20Monitoring/MultiRAE%20PRO_QSG_v2.1.pdf,False,Equipment Documents
PDR 1000,QSG,v1.0,Air Monitoring,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Air%20Monitoring/PDR%201000_QSG_v1.0.pdf,False,Equipment Documents
PDR 1000,QSG,v1.1,Air Monitoring,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Air%20Monitoring/PDR%201000_QSG_v1.1.pdf,False,Equipment Documents
PDR 1500,Manual,v1.0,Air Monitoring,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Air%20Monitoring/PDR%201500_Manual_v1.0.pdf,False,Equipment Documents
Quick Take 30,QSG,v1.1,Air Sampling,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Air%20Sampling/Quick%20Take%2030_QSG_v1.1.pdf,False,Equipment Documents
Radiological-Scanning-Surveys,SOP,v1.0,Radiation,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Radiation/Radiological-Scanning-Surveys_SOP_v1.0.pdf,False,Equipment Documents
Radiological-Static-Measurement,SOP,v1.0,Radiation,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Radiation/Radiological-Static-Measurement_SOP_v1.0.pdf,False,Equipment Documents
SAM 935,QSG,v2.0,Radiation,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Radiation/SAM%20935_QSG_v2.0.pdf,False,Equipment Documents
SAM 940,QSG,v2.0,Radiation,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Radiation/SAM%20940_QSG_v2.0.pdf,False,Equipment Documents
MultiRAE PRO,Manual,v1.0,Air Monitoring,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Air%20Monitoring/MultiRAE%20PRO_Manual_v1.0.pdf,False,Equipment Documents
SKC AirChek TOUCH,QSG,v1.0,Air Sampling,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Air%20Sampling/SKC%20AirChek%20TOUCH_QSG_v1.0.pdf,False,Equipment Documents
SidePak AM520,QSG,v1.0,Air Monitoring,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Air%20Monitoring/SidePak%20AM520_QSG_v1.0.pdf,False,Equipment Documents
Summa,QSG,v1.1,Air Sampling,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Air%20Sampling/Summa_QSG_v1.1.pdf,False,Equipment Documents
SPM Flex,QSG,v1.0,Air Monitoring,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Air%20Monitoring/SPM%20Flex_QSG_v1.0.pdf,False,Equipment Documents
SAM 950,User Guide,v1.0,Radiation,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Radiation/SAM%20950_User%20Guide_v1.0.pdf,False,Equipment Documents
Surface Contamination Sampling,SOP,v1.0,Radiation,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Radiation/Surface%20Contamination%20Sampling_SOP_v1.0.pdf,False,Equipment Documents
Swipe and Air Filter Field Screening,SOP,v1.0,Radiation,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Radiation/Swipe%20and%20Air%20Filter%20Field%20Screening_SOP_v1.0.pdf,False,Equipment Documents
Trimble GeoXH,QSG,v2.0,Other,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Other/Trimble%20GeoXH_QSG_v2.0.pdf,False,Equipment Documents
Trimble R1,QSG,v1.0,Other,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Other/Trimble%20R1_QSG_v1.0.pdf,False,Equipment Documents
TVA-1000B,QSG,v2.0,Air Monitoring,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Air%20Monitoring/TVA-1000B_QSG_v2.0.pdf,False,Equipment Documents
TVA2020,FID-Response-factors,v1.0,Air Monitoring,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Air%20Monitoring/TVA2020_FID-Response-factors_v1.0.pdf,False,Equipment Documents
TVA2020,PID-Response-factors,v1.0,Air Monitoring,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Air%20Monitoring/TVA2020_PID-Response-factors_v1.0.pdf,False,Equipment Documents
TVA2020,QSG,v1.0,Air Monitoring,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Air%20Monitoring/TVA2020_QSG_v1.0.pdf,False,Equipment Documents
UltraRAE 3000,QSG,v2.0,Air Monitoring,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Air%20Monitoring/UltraRAE%203000_QSG_v2.0.pdf,False,Equipment Documents
XRF,General Guide,v1.0,Other,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Other/XRF_General%20Guide_v1.0.pdf,False,Equipment Documents
X-Site,QSG,v1.0,Air Monitoring,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Air%20Monitoring/X-Site_QSG_v1.0.pdf,False,Equipment Documents
UltraRAE 3000,User Guide,v1.0,Air Monitoring,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Air%20Monitoring/UltraRAE%203000_User%20Guide_v1.0.pdf,False,Equipment Documents
YSI ProDSS,QSG,v1.0,Other,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Other/YSI%20ProDSS_QSG_v1.0.pdf,False,Equipment Documents
HazMat ID,QSG,v1.0,Other,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Other/HazMat%20ID_QSG_v1.0.pdf,False,Equipment Documents
Level A Suit,QSG,v2.0,PPE,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/PPE/Level%20A%20Suit_QSG_v2.0.pdf,False,Equipment Documents
Scott SCBA PAPR,QSG,v1.0,PPE,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/PPE/Scott%20SCBA%20PAPR_QSG_v1.0.pdf,False,Equipment Documents
Scott SCBA,QSG,v2.0,PPE,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/PPE/Scott%20SCBA_QSG_v2.0.pdf,False,Equipment Documents
TerraSync Data Collection Procedure,QSG,v2.0,Other,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Equipment%20Documents/Other/TerraSync%20Data%20Collection%20Procedure_QSG_v2.0.pdf,False,Equipment Documents
1702 Sentex Scentograph GC,SOP,v1.0,ERT Methods,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/ERT%20Methods/1702%20Sentex%20Scentograph%20GC_SOP_v1.0.PDF,False,Website PDFs
1703 Summa Cleaning,SOP,v1.0,ERT Methods,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/ERT%20Methods/1703%20Summa%20Cleaning_SOP_v1.0.pdf,False,Website PDFs
1704 Summa Sampling,SOP,v1.0,ERT Methods,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/ERT%20Methods/1704%20Summa%20Sampling_SOP_v1.0.pdf,False,Website PDFs
1705 GC-MS of Tenax-CMS and Summas,SOP,v1.0,ERT Methods,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/ERT%20Methods/1705%20GC-MS%20of%20Tenax-CMS%20and%20Summas_SOP_v1.0.PDF,False,Website PDFs
1706 Summa Field Standards,SOP,v1.0,ERT Methods,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/ERT%20Methods/1706%20Summa%20Field%20Standards_SOP_v1.0.pdf,False,Website PDFs
1707 X-MET 880 XRF,SOP,v1.0,ERT Methods,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/ERT%20Methods/1707%20X-MET%20880%20XRF_SOP_v1.0.PDF,False,Website PDFs
1708 Low Level Methane Analysis of Summas,SOP,v1.0,ERT Methods,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/ERT%20Methods/1708%20Low%20Level%20Methane%20Analysis%20of%20Summas_SOP_v1.0.pdf,False,Website PDFs
1713 Spectrace 9000 XRF,SOP,v1.0,ERT Methods,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/ERT%20Methods/1713%20Spectrace%209000%20XRF_SOP_v1.0.PDF,False,Website PDFs
2001 General Field Sampling Guidelines,SOP,v1.0,ERT Methods,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/ERT%20Methods/2001%20General%20Field%20Sampling%20Guidelines_SOP_v1.0.PDF,False,Website PDFs
2006 Sampling Equipment Decontamination,SOP,v1.0,ERT Methods,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/ERT%20Methods/2006%20Sampling%20Equipment%20Decontamination_SOP_v1.0.PDF,False,Website PDFs
2007 Groundwater Well Sampling,SOP,v1.0,ERT Methods,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/ERT%20Methods/2007%20Groundwater%20Well%20Sampling_SOP_v1.0.PDF,False,Website PDFs
2008 General Air Sampling Guidelines,SOP,v1.0,ERT Methods,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/ERT%20Methods/2008%20General%20Air%20Sampling%20Guidelines_SOP_v1.0.pdf,False,Website PDFs
2009 Drum Sampling,SOP,v1.0,ERT Methods,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/ERT%20Methods/2009%20Drum%20Sampling_SOP_v1.0.PDF,False,Website PDFs
2010 Tank Sampling,SOP,v1.0,ERT Methods,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/ERT%20Methods/2010%20Tank%20Sampling_SOP_v1.0.PDF,False,Website PDFs
"2011 Chip, Wipe, and Sweep Sampling",SOP,v1.0,ERT Methods,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/ERT%20Methods/2011%20Chip,%20Wipe,%20and%20Sweep%20Sampling_SOP_v1.0.PDF",False,Website PDFs
2013 Surface Water Sampling,SOP,v1.0,ERT Methods,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/ERT%20Methods/2013%20Surface%20Water%20Sampling_SOP_v1.0.PDF,False,Website PDFs
2012 Soil Sampling,SOP,v1.0,ERT Methods,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/ERT%20Methods/2012%20Soil%20Sampling_SOP_v1.0.PDF,False,Website PDFs
2015 Asbestos Sampling,SOP,v1.0,ERT Methods,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/ERT%20Methods/2015%20Asbestos%20Sampling_SOP_v1.0.pdf,False,Website PDFs
2017 Waste Pile Sampling,SOP,v1.0,ERT Methods,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/ERT%20Methods/2017%20Waste%20Pile%20Sampling_SOP_v1.0.PDF,False,Website PDFs
2016 Sediment Sampling,SOP,v1.0,ERT Methods,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/ERT%20Methods/2016%20Sediment%20Sampling_SOP_v1.0.PDF,False,Website PDFs
2020 7-day Standard Toxicity-Larvel,SOP,v1.0,ERT Methods,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/ERT%20Methods/2020%207-day%20Standard%20Toxicity-Larvel_SOP_v1.0.PDF,False,Website PDFs
2021 24-hr Finding Test-Daphinia Magna,SOP,v1.0,ERT Methods,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/ERT%20Methods/2021%2024-hr%20Finding%20Test-Daphinia%20Magna_SOP_v1.0.PDF,False,Website PDFs
2022 96-hr Acute Toxicity-Larvel,SOP,v1.0,ERT Methods,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/ERT%20Methods/2022%2096-hr%20Acute%20Toxicity-Larvel_SOP_v1.0.PDF,False,Website PDFs
