Documents,,,,,,
device_type,document_type,category,sub_folder,file_url,isFolder,folder
SeaFoam,SeaFoam,SeaFoam,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/SeaFoam.pdf,False,Website PDFs
Silicon,Silicon,Silicon,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Silicon.pdf,False,Website PDFs
"SiliconeLubricant,Aerosol","SiliconeLubricant,Aerosol","SiliconeLubricant,Aerosol",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/SiliconeLubricant,Aerosol.PDF",False,Website PDFs
Silverchromate,Silverchromate,Silverchromate,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Silverchromate.pdf,False,Website PDFs
SILVERCYANIDE,SILVERCYANIDE,SILVERCYANIDE,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/SILVERCYANIDE.pdf,False,Website PDFs
SilverNitrate,SilverNitrate,SilverNitrate,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/SilverNitrate.pdf,False,Website PDFs
Smoke#3C,Smoke#3C,Smoke#3C,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Smoke%233C.pdf,False,Website PDFs
SnoopLiquidLeakDetector,SnoopLiquidLeakDetector,SnoopLiquidLeakDetector,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/SnoopLiquidLeakDetector.pdf,False,Website PDFs
SOD-NITRATE,SOD-NITRATE,SOD-NITRATE,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/SOD-NITRATE.pdf,False,Website PDFs
Sodium,Sodium,Sodium,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Sodium.pdf,False,Website PDFs
SODIUM-NITRITE,SODIUM-NITRITE,SODIUM-NITRITE,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/SODIUM-NITRITE.pdf,False,Website PDFs
SodiumBicarbonate,SodiumBicarbonate,SodiumBicarbonate,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/SodiumBicarbonate.pdf,False,Website PDFs
SodiumBromide,SodiumBromide,SodiumBromide,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/SodiumBromide.pdf,False,Website PDFs
SodiumBorate,SodiumBorate,SodiumBorate,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/SodiumBorate.pdf,False,Website PDFs
SodiumCarbonate,SodiumCarbonate,SodiumCarbonate,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/SodiumCarbonate.pdf,False,Website PDFs
SodiumChloride,SodiumChloride,SodiumChloride,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/SodiumChloride.pdf,False,Website PDFs
SodiumCyanide,SodiumCyanide,SodiumCyanide,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/SodiumCyanide.pdf,False,Website PDFs
SodiumFluoride,SodiumFluoride,SodiumFluoride,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/SodiumFluoride.pdf,False,Website PDFs
"SodiumHydroxide,50%Solution","SodiumHydroxide,50%Solution","SodiumHydroxide,50%Solution",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/SodiumHydroxide,50%25Solution.pdf",False,Website PDFs
SodiumHydroxide,SodiumHydroxide,SodiumHydroxide,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/SodiumHydroxide.pdf,False,Website PDFs
Sodiummetamanadate,Sodiummetamanadate,Sodiummetamanadate,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Sodiummetamanadate.pdf,False,Website PDFs
"SodiumLumpinKerosene,99%","SodiumLumpinKerosene,99%","SodiumLumpinKerosene,99%",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/SodiumLumpinKerosene,99%25.pdf",False,Website PDFs
SodiumMetasilicate,SodiumMetasilicate,SodiumMetasilicate,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/SodiumMetasilicate.pdf,False,Website PDFs
SodiumSulfateAnhydrous,SodiumSulfateAnhydrous,SodiumSulfateAnhydrous,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/SodiumSulfateAnhydrous.pdf,False,Website PDFs
"SodiumPhosphate,DibasicAnhydrous,Powder","SodiumPhosphate,DibasicAnhydrous,Powder","SodiumPhosphate,DibasicAnhydrous,Powder",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/SodiumPhosphate,DibasicAnhydrous,Powder.pdf",False,Website PDFs
SodiumPeroxide,SodiumPeroxide,SodiumPeroxide,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/SodiumPeroxide.pdf,False,Website PDFs
SodiumSulfite_01,SodiumSulfite_01,SodiumSulfite_01,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/SodiumSulfite_01.pdf,False,Website PDFs
Sodiumsulfidenonahidrate,Sodiumsulfidenonahidrate,Sodiumsulfidenonahidrate,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Sodiumsulfidenonahidrate.pdf,False,Website PDFs
SodiumThiocyanate,SodiumThiocyanate,SodiumThiocyanate,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/SodiumThiocyanate.pdf,False,Website PDFs
SodiumThiosulfate,SodiumThiosulfate,SodiumThiosulfate,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/SodiumThiosulfate.pdf,False,Website PDFs
"Solution,SodiumHydroxide4.5N","Solution,SodiumHydroxide4.5N","Solution,SodiumHydroxide4.5N",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Solution,SodiumHydroxide4.5N.pdf",False,Website PDFs
SolidSODIUMHYDROXIDE,SolidSODIUMHYDROXIDE,SolidSODIUMHYDROXIDE,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/SolidSODIUMHYDROXIDE.pdf,False,Website PDFs
"Solution,SodiumHydroxide5.0N","Solution,SodiumHydroxide5.0N","Solution,SodiumHydroxide5.0N",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Solution,SodiumHydroxide5.0N.pdf",False,Website PDFs
"SprayAdhesive,Aerosol","SprayAdhesive,Aerosol","SprayAdhesive,Aerosol",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/SprayAdhesive,Aerosol.PDF",False,Website PDFs
"StandardSolution,Fluroride1.00mg_l","StandardSolution,Fluroride1.00mg_l","StandardSolution,Fluroride1.00mg_l",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/StandardSolution,Fluroride1.00mg_l.pdf",False,Website PDFs
"StartingFluid,Aerosol","StartingFluid,Aerosol","StartingFluid,Aerosol",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/StartingFluid,Aerosol.pdf",False,Website PDFs
StannousChloride,StannousChloride,StannousChloride,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/StannousChloride.pdf,False,Website PDFs
StoddardSolvent,StoddardSolvent,StoddardSolvent,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/StoddardSolvent.pdf,False,Website PDFs
Styrene,Styrene,Styrene,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Styrene.pdf,False,Website PDFs
Sulfurdioxide,Sulfurdioxide,Sulfurdioxide,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Sulfurdioxide.pdf,False,Website PDFs
SulfuricAcid,SulfuricAcid,SulfuricAcid,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/SulfuricAcid.pdf,False,Website PDFs
"TestStrips,Cyantesmo,5MRoll","TestStrips,Cyantesmo,5MRoll","TestStrips,Cyantesmo,5MRoll",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/TestStrips,Cyantesmo,5MRoll.pdf",False,Website PDFs
SyntheticGrease,SyntheticGrease,SyntheticGrease,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/SyntheticGrease.pdf,False,Website PDFs
SulfurPowder,SulfurPowder,SulfurPowder,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/SulfurPowder.pdf,False,Website PDFs
TETRACHLOROETHYLENE,TETRACHLOROETHYLENE,TETRACHLOROETHYLENE,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/TETRACHLOROETHYLENE.pdf,False,Website PDFs
TetrahydrofuranDetectorTube20-800ppm,TetrahydrofuranDetectorTube20-800ppm,TetrahydrofuranDetectorTube20-800ppm,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/TetrahydrofuranDetectorTube20-800ppm.pdf,False,Website PDFs
"TireShine,Aerosol","TireShine,Aerosol","TireShine,Aerosol",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/TireShine,Aerosol.pdf",False,Website PDFs
ThermaCellMosquitoRepellentRefills,ThermaCellMosquitoRepellentRefills,ThermaCellMosquitoRepellentRefills,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/ThermaCellMosquitoRepellentRefills.pdf,False,Website PDFs
Toluene,Toluene,Toluene,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Toluene.pdf,False,Website PDFs
TRIAZICIDE,TRIAZICIDE,TRIAZICIDE,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/TRIAZICIDE.pdf,False,Website PDFs
TRICHLOROETHYLENE,TRICHLOROETHYLENE,TRICHLOROETHYLENE,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/TRICHLOROETHYLENE.pdf,False,Website PDFs
"TriBedConcentratortubekit,CWAdetection","TriBedConcentratortubekit,CWAdetection","TriBedConcentratortubekit,CWAdetection",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/TriBedConcentratortubekit,CWAdetection.pdf",False,Website PDFs
TriethyleneGlycol,TriethyleneGlycol,TriethyleneGlycol,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/TriethyleneGlycol.pdf,False,Website PDFs
Trifluorochloroethylene,Trifluorochloroethylene,Trifluorochloroethylene,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Trifluorochloroethylene.pdf,False,Website PDFs
Tripropyleneglycolether,Tripropyleneglycolether,Tripropyleneglycolether,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Tripropyleneglycolether.pdf,False,Website PDFs
Trisodium phosphate,Trisodium phosphate,Trisodium phosphate,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Trisodium%20phosphate.pdf,False,Website PDFs
TriSodiumPhosphate,TriSodiumPhosphate,TriSodiumPhosphate,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/TriSodiumPhosphate.pdf,False,Website PDFs
TruckBedCoating,TruckBedCoating,TruckBedCoating,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/TruckBedCoating.pdf,False,Website PDFs
"TurbidityStandard,0.1NTU","TurbidityStandard,0.1NTU","TurbidityStandard,0.1NTU",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/TurbidityStandard,0.1NTU.pdf",False,Website PDFs
"TurbidityStandard,15NTU","TurbidityStandard,15NTU","TurbidityStandard,15NTU",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/TurbidityStandard,15NTU.pdf",False,Website PDFs
UltraGreyMaximumTorqueGasketMaker,UltraGreyMaximumTorqueGasketMaker,UltraGreyMaximumTorqueGasketMaker,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/UltraGreyMaximumTorqueGasketMaker.pdf,False,Website PDFs
"TurbidityStandard,750NTU","TurbidityStandard,750NTU","TurbidityStandard,750NTU",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/TurbidityStandard,750NTU.pdf",False,Website PDFs
Urea,Urea,Urea,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Urea.pdf,False,Website PDFs
Vinegar,Vinegar,Vinegar,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Vinegar.pdf,False,Website PDFs
VinylandPlasterPoolShock,VinylandPlasterPoolShock,VinylandPlasterPoolShock,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/VinylandPlasterPoolShock.pdf,False,Website PDFs
Vinylchloride,Vinylchloride,Vinylchloride,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Vinylchloride.pdf,False,Website PDFs
"VolatileAcids,TNT+872,124mg_L","VolatileAcids,TNT+872,124mg_L","VolatileAcids,TNT+872,124mg_L",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/VolatileAcids,TNT+872,124mg_L.pdf",False,Website PDFs
"Water,CanolaOil,BrightDyesRedMixture","Water,CanolaOil,BrightDyesRedMixture","Water,CanolaOil,BrightDyesRedMixture",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Water,CanolaOil,BrightDyesRedMixture.pdf",False,Website PDFs
WescodynePlus,WescodynePlus,WescodynePlus,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/WescodynePlus.pdf,False,Website PDFs
WhiteGas,WhiteGas,WhiteGas,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/WhiteGas.pdf,False,Website PDFs
WD-40,WD-40,WD-40,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/WD-40.pdf,False,Website PDFs
WhitePhosphorous,WhitePhosphorous,WhitePhosphorous,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/WhitePhosphorous.pdf,False,Website PDFs
XRFLeadTraining,XRFLeadTraining,XRFLeadTraining,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/XRFLeadTraining.pdf,False,Website PDFs
WindshieldWasherFluid,WindshieldWasherFluid,WindshieldWasherFluid,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/WindshieldWasherFluid.pdf,False,Website PDFs
Xylene,Xylene,Xylene,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Xylene.pdf,False,Website PDFs
YellowSuperWeatherstripandGasketAdhesive,YellowSuperWeatherstripandGasketAdhesive,YellowSuperWeatherstripandGasketAdhesive,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/YellowSuperWeatherstripandGasketAdhesive.pdf,False,Website PDFs
ZeroNitrogen,ZeroNitrogen,ZeroNitrogen,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/ZeroNitrogen.pdf,False,Website PDFs
ZobellSolution,ZobellSolution,ZobellSolution,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/ZobellSolution.pdf,False,Website PDFs
